sample	gene	is_target_pos	n_seg	cn_rel_median	cn_rel_mean	cn_rel_max	cn_rel_min	cn_abs_median	cn_abs_mean	cn_abs_max	cn_abs_min	pval_min	conf
A269010006	GATA3	TRUE	7	1.16546096240347	1.13207526534313	1.23549304628906	0.848940080864428	2.33092192480693	2.26415053068625	2.47098609257813	1.69788016172886	7.02025535812761e-05	4.15364709034758
A269010006	MDM2	TRUE	13	0.792652460794422	0.816458254798366	1.26495419748261	0.690929969142437	1.58530492158884	1.63291650959673	2.52990839496521	1.38185993828487	0.0442384796232226	1.3541998071688
A269010006	MET	TRUE	19	0.934209955244245	0.929869412286494	1.04535593805372	0.774944213039174	1.86841991048849	1.85973882457299	2.09071187610745	1.54988842607835	0.0062537306894949	2.20386082513732
A269010006	NBN	TRUE	17	0.987594712573802	1.05900712201368	1.83871477383397	0.90410834772871	1.9751894251476	2.11801424402737	3.67742954766794	1.80821669545742	1.20099389524106e-15	14.920459200149
A269010006	NTRK1	TRUE	8	1.03625651754332	1.02755659536958	1.15414151059586	0.835993215508338	2.07251303508664	2.05511319073916	2.30828302119172	1.67198643101668	0.307621609560028	0.511983159823023
A269010006	Other	TRUE	281	1.00176874788654	1.02644404910991	2.76416378668426	0.624746735710729	2.00353749577309	2.05288809821982	5.52832757336852	1.24949347142146	3.75426021822595e-80	79.425475628512
A269010006	PTEN	TRUE	9	0.990785437732086	1.01422974724003	1.25147575920654	0.918728456878863	1.98157087546417	2.02845949448005	2.50295151841307	1.83745691375773	0.000364764345641104	3.43798761894032
A269010006	RET	TRUE	12	1.14121014690646	1.18049780364379	1.44956691621394	0.896435921833085	2.28242029381291	2.36099560728759	2.89913383242789	1.79287184366617	4.45793758301217e-24	23.350866016507
A269010006	TSC2	TRUE	29	0.836195422103284	0.834637803145927	0.977205903416099	0.701580136013132	1.67239084420657	1.66927560629185	1.9544118068322	1.40316027202626	3.16376422416371e-48	47.4997958892578
A269010007	CCND1	TRUE	5	1.03759728298062	1.0502166747998	1.10699107884055	1.0166118092873	2.07519456596123	2.10043334959959	2.21398215768111	2.0332236185746	0.00299557233963024	2.52352018823423
A269010007	CDK4	TRUE	7	4.44515710354615	4.83643659524052	6.09538474128174	4.03832680147127	8.8903142070923	9.67287319048104	12.1907694825635	8.07665360294254	1.21931587402244e-12	11.9138837721714
A269010007	CREBBP	TRUE	45	1.12120852786063	1.12921296880439	1.42205978348456	0.944279353920284	2.24241705572127	2.25842593760878	2.84411956696911	1.88855870784057	1.11085461743117e-55	54.9543427754235
A269010007	DDR2	TRUE	7	1.09287967848194	1.09953895240496	1.23498886824853	1.02782924690398	2.18575935696389	2.19907790480991	2.46997773649707	2.05565849380797	0.512906913139036	0.289961447321646
A269010007	EGFR	TRUE	29	1.10109401744059	1.06702382892292	1.22282013731976	0.886965011367626	2.20218803488118	2.13404765784585	2.44564027463953	1.77393002273525	1.96610175810686e-44	43.7063940084568
A269010007	ERBB2	TRUE	27	1.2359572440282	1.21601103715251	1.39155824641038	1.07357865844738	2.47191448805639	2.43202207430502	2.78311649282077	2.14715731689476	4.78529031442284e-53	52.3200917092712
A269010007	FGFR3	TRUE	16	1.01343830312311	1.04138000209142	1.41616098610185	0.91211824235901	2.02687660624622	2.08276000418285	2.8323219722037	1.82423648471802	0.00553806219382658	2.25664217132717
A269010007	GATA3	TRUE	7	1.18040334956724	1.1735879194094	1.38764120833039	1.01727609841159	2.36080669913449	2.3471758388188	2.77528241666078	2.03455219682318	2.44383550413857e-09	8.61192803003717
A269010007	MDM2	TRUE	13	0.2009908602265	0.206830446557149	0.268989056837024	0.185257783523124	0.401981720453	0.413660893114299	0.537978113674047	0.370515567046247	3.80486546139739e-77	76.4196606951104
A269010007	MET	TRUE	19	0.981824929467732	0.998110171859685	1.08565820130589	0.906681757478142	1.96364985893546	1.99622034371937	2.17131640261177	1.81336351495628	0.47637689177672	0.322049313556309
A269010007	NBN	TRUE	17	0.851747114669085	0.906360595033444	1.56222326232286	0.772125141731611	1.70349422933817	1.81272119006689	3.12444652464573	1.54425028346322	1.0016236537357e-35	34.9992954279779
A269010007	NTRK1	TRUE	8	1.09958867140959	1.11064283984253	1.24568020968096	1.02280057729411	2.19917734281918	2.22128567968505	2.49136041936191	2.04560115458822	0.233943937452376	0.63088820486417
A269010007	Other	TRUE	281	0.908033080658682	1.34918750342264	121.481433674386	0.275132312269714	1.81606616131736	2.69837500684529	242.962867348772	0.550264624539427	1e-100	100
A269010007	PTEN	TRUE	9	0.858559058046813	0.81278968612285	0.966341652031224	0.293950637037976	1.71711811609363	1.6255793722457	1.93268330406245	0.587901274075953	7.01664769609124e-29	28.1538703287276
A269010007	RET	TRUE	12	0.943031488246134	0.937573659130967	1.11954602345726	0.808587674809797	1.88606297649227	1.87514731826193	2.23909204691451	1.61717534961959	3.20054276160228e-42	41.4947763659361
A269010007	TSC2	TRUE	29	1.09427178149415	1.11398024133568	1.35824446896427	0.911432195974926	2.1885435629883	2.22796048267137	2.71648893792854	1.82286439194985	1.09101409739202e-10	9.96216963769763
A269010009	CCND1	TRUE	5	0.941272021974269	0.899055211660027	0.986694766012912	0.718872201224113	1.88254404394854	1.79811042332005	1.97338953202582	1.43774440244823	3.53380645776234e-17	16.4517572399531
A269010009	CDK4	TRUE	7	1.38162440975495	1.34383327277928	1.43043165092917	1.09468133542793	2.76324881950991	2.68766654555855	2.86086330185834	2.18936267085585	0.00474658218486838	2.32361899511798
A269010009	CREBBP	TRUE	45	1.64803101625927	1.66714065377283	2.0410175343495	1.32597542563315	3.29606203251854	3.33428130754566	4.082035068699	2.6519508512663	1e-100	100
A269010009	DDR2	TRUE	7	0.870646608712119	0.873482461117613	0.974326103519348	0.696200802058554	1.74129321742424	1.74696492223523	1.9486522070387	1.39240160411711	0.000379771758810654	3.42047733409273
A269010009	EGFR	TRUE	29	1.11725333375362	1.17573683139976	1.67541631848582	0.935655997461388	2.23450666750724	2.35147366279953	3.35083263697165	1.87131199492278	1e-100	100
A269010009	ERBB2	TRUE	27	0.885259219372351	0.847367130575313	1.02494512486037	0.567627897585733	1.7705184387447	1.69473426115063	2.04989024972075	1.13525579517147	1e-100	100
A269010009	FGFR3	TRUE	16	1.18661172735714	1.20475232872728	1.42159681696912	1.04510520585803	2.37322345471429	2.40950465745457	2.84319363393825	2.09021041171606	1.94345852409697e-17	16.7114247233363
A269010009	GATA3	TRUE	7	1.17769925483002	1.14828846933931	1.35925292918274	1.02657999731601	2.35539850966003	2.29657693867861	2.71850585836547	2.05315999463201	3.17816777224451e-07	6.49782318055948
A269010009	MDM2	TRUE	13	0.799792144425579	0.802752161287856	0.944785998116667	0.730260454919994	1.59958428885116	1.60550432257571	1.88957199623333	1.46052090983999	0.0847091042533902	1.07206991063123
A269010009	MET	TRUE	19	1.01768623261617	1.06937245627955	1.51352871898702	0.810594404820567	2.03537246523235	2.1387449125591	3.02705743797404	1.62118880964113	0.00148457437975178	2.82839803861591
A269010009	NBN	TRUE	17	0.835855004409874	0.857207530939362	1.09812633205135	0.712921450108259	1.67171000881975	1.71441506187872	2.1962526641027	1.42584290021652	7.3449617253542e-86	85.1340104629793
A269010009	NTRK1	TRUE	8	1.02108583437642	1.03226872829121	1.08147065150491	1.00107864721071	2.04217166875283	2.06453745658242	2.16294130300983	2.00215729442142	0.649370288551641	0.187507586072294
A269010009	Other	TRUE	281	0.758695866699679	1.3602008539348	149.440676350391	0.378630577313008	1.51739173339936	2.7204017078696	298.881352700781	0.757261154626017	1e-100	100
A269010009	PTEN	TRUE	9	0.701499241863931	0.700807403420828	0.775951528233416	0.634526035438099	1.40299848372786	1.40161480684166	1.55190305646683	1.2690520708762	8.40676207369652e-84	83.0753712437144
A269010009	RET	TRUE	12	1.14829590889156	1.15213408283194	1.34982999422463	0.922968615048597	2.29659181778312	2.30426816566389	2.69965998844926	1.84593723009719	2.10673031170312e-56	55.6763910560557
A269010009	TSC2	TRUE	29	1.6500682358673	1.66977044320593	2.18468928168357	1.48881819224801	3.30013647173461	3.33954088641186	4.36937856336715	2.97763638449602	1e-100	100
A269010010	CCND1	FALSE	5	0.961511090250971	0.962880138520811	0.976439083036096	0.951853187487223	1.92302218050194	1.92576027704162	1.95287816607219	1.90370637497445	0.361603285487078	0.441767632227576
A269010010	CDK4	FALSE	7	1.05979177545185	1.06912518753671	1.14347349588887	1.01547527871354	2.11958355090369	2.13825037507343	2.28694699177773	2.03095055742708	0.59427770115285	0.226010565296153
A269010010	CREBBP	FALSE	45	0.994503703844693	0.997725645848264	1.04185262029406	0.941858079912969	1.98900740768939	1.99545129169653	2.08370524058812	1.88371615982594	0.215786082329816	0.665976569672946
A269010010	DDR2	FALSE	7	1.15143869950481	1.1691697658125	1.27583171577838	1.08813479319507	2.30287739900961	2.33833953162499	2.55166343155675	2.17626958639015	0.450438669437739	0.346364333071137
A269010010	EGFR	FALSE	29	0.996140668943651	0.996455218928653	1.08346245876383	0.929844627183997	1.9922813378873	1.99291043785731	2.16692491752767	1.85968925436799	0.203183158856992	0.692112292050448
A269010010	ERBB2	FALSE	27	1.03198022100444	1.02973785492535	1.10829018168471	0.941057980104243	2.06396044200888	2.05947570985069	2.21658036336941	1.88211596020849	0.144128474101767	0.841250211249418
A269010010	FGFR3	FALSE	16	1.02410116733975	1.02165357938826	1.08523062589535	0.990812599594487	2.04820233467949	2.04330715877653	2.1704612517907	1.98162519918897	0.434771116593653	0.361739315369217
A269010010	GATA3	FALSE	7	0.956865406739828	0.960928900739721	0.976978936508051	0.947217082596485	1.91373081347966	1.92185780147944	1.9539578730161	1.89443416519297	0.54857120142129	0.260766995477587
A269010010	MDM2	FALSE	13	0.980308156750972	0.970835520829927	1.06036020381432	0.90647317385804	1.96061631350194	1.94167104165985	2.12072040762863	1.81294634771608	0.622133827841837	0.206116183731069
A269010010	MET	FALSE	19	1.01142718498239	1.01471367700395	1.19081643557504	0.961583077961831	2.02285436996477	2.0294273540079	2.38163287115009	1.92316615592366	0.47698568779676	0.321494651995825
A269010010	NBN	FALSE	17	0.993849958244732	0.996800105599168	1.08062451531642	0.958759214148484	1.98769991648946	1.99360021119834	2.16124903063283	1.91751842829697	0.0847253275113126	1.07198674369352
A269010010	NTRK1	FALSE	8	1.2166875482327	1.21345869865043	1.24937065618161	1.16903235864299	2.4333750964654	2.42691739730087	2.49874131236321	2.33806471728599	0.186098933507026	0.730256115710398
A269010010	Other	FALSE	281	0.992508057484913	1.23191687785102	65.2899241382225	0.764594964629819	1.98501611496983	2.46383375570205	130.579848276445	1.52918992925964	0.113477950023806	0.945088518323758
A269010010	PTEN	FALSE	9	1.00246659638037	1.00781273149946	1.02530405184018	0.994846305945247	2.00493319276074	2.01562546299892	2.05060810368035	1.98969261189049	0.17929817158181	0.746424139193976
A269010010	RET	FALSE	12	0.984545716753237	0.976111473680119	1.01686265428049	0.924313400030099	1.96909143350647	1.95222294736024	2.03372530856098	1.8486268000602	0.272953620604407	0.563911140602986
A269010010	TSC2	FALSE	29	1.02635583715029	1.02598997843897	1.06801507646332	0.986974904931789	2.05271167430058	2.05197995687794	2.13603015292664	1.97394980986358	0.210539154102118	0.676667126292754
A269010011	CCND1	FALSE	5	0.982776395368689	0.983182215836288	0.999697099460919	0.963243803958208	1.96555279073738	1.96636443167258	1.99939419892184	1.92648760791642	0.535560699576743	0.271191299813839
A269010011	CDK4	FALSE	7	1.0545807404365	1.05283401552501	1.11908844763831	0.958722806703451	2.10916148087301	2.10566803105002	2.23817689527662	1.9174456134069	0.682018622529614	0.166203766763708
A269010011	CREBBP	FALSE	45	0.990797239248326	0.991317907771936	1.04108016905419	0.925867960306134	1.98159447849665	1.98263581554387	2.08216033810838	1.85173592061227	0.117440804243605	0.930180983336012
A269010011	DDR2	FALSE	7	1.20368661271519	1.21064413327861	1.30567047831811	1.12262059410744	2.40737322543038	2.42128826655722	2.61134095663623	2.24524118821487	0.373712496220609	0.427462379942925
A269010011	EGFR	FALSE	29	0.970760569593345	0.975590743304111	1.06025802600744	0.881555167774852	1.94152113918669	1.95118148660822	2.12051605201488	1.7631103355497	0.102086942133743	0.99102980465089
A269010011	ERBB2	FALSE	27	1.00913667331615	1.00604280370434	1.05973599702107	0.92539963610637	2.0182733466323	2.01208560740869	2.11947199404214	1.85079927221274	0.360130056702316	0.44354063059978
A269010011	FGFR3	FALSE	16	0.9714213957755	0.975064632108018	1.01187841439544	0.95049611648794	1.942842791551	1.95012926421604	2.02375682879087	1.90099223297588	0.0853277053869857	1.06890993315758
A269010011	GATA3	FALSE	7	0.950369103064906	0.957077098161713	0.99120812564332	0.923732777921079	1.90073820612981	1.91415419632343	1.98241625128664	1.84746555584216	0.456971581707882	0.340110807131911
A269010011	MDM2	FALSE	13	0.991062073809863	0.992728154808682	1.09816891675467	0.942237858667422	1.98212414761973	1.98545630961736	2.19633783350934	1.88447571733484	0.724401561394553	0.140020622266997
A269010011	MET	FALSE	19	0.886134141358926	0.883775557415651	0.955486637592648	0.755299551238214	1.77226828271785	1.7675511148313	1.9109732751853	1.51059910247643	0.150478748936024	0.822524828119825
A269010011	NBN	FALSE	17	0.966445203602973	0.952534119566921	1.02161962907045	0.795175714695251	1.93289040720595	1.90506823913384	2.04323925814089	1.5903514293905	0.192977114299918	0.714494192145551
A269010011	NTRK1	FALSE	8	1.12626490709084	1.12833128765091	1.16894240491214	1.0928711733256	2.25252981418168	2.25666257530182	2.33788480982429	2.18574234665119	0.407022988695454	0.390381061090181
A269010011	Other	FALSE	281	0.998332619585411	1.30226539038144	86.8444546897616	0.764905584756676	1.99666523917082	2.60453078076288	173.688909379523	1.52981116951335	0.0973578536205719	1.01162900925434
A269010011	PTEN	FALSE	9	0.945647716074379	0.93957233879036	0.988568182627531	0.849646185308315	1.89129543214876	1.87914467758072	1.97713636525506	1.69929237061663	0.158506282016654	0.799953520884062
A269010011	RET	FALSE	12	0.968394576318304	0.970434340546862	1.01041807267586	0.924879140142346	1.93678915263661	1.94086868109372	2.02083614535171	1.84975828028469	0.303696145045988	0.517560720745156
A269010011	TSC2	FALSE	29	0.988412905328456	0.986600412819892	1.04180881913944	0.931125828219075	1.97682581065691	1.97320082563978	2.08361763827888	1.86225165643815	0.108840918040005	0.963207803735105
